_id,_name,_industry,_sector,_headquarters,_founded
1176,Paulaner Brewery,Consumer goods,Brewers,Munich,1634
1177,PCC SE,Basic materials,Speciality chemicals,Duisburg,1993
1178,Penny,Consumer services,Food retailers & wholesalers,Cologne,1973
1179,Philipp Holzmann,Industrials,Heavy construction,Frankfurt,1849
1180,Phoenix Contact,Industrials,Industrial machinery,Blomberg,1923
1181,Plus,Consumer services,Food retailers & wholesalers,M�lheim,1972
1182,Porsche,Consumer goods,Automobiles,Stuttgart,1931
1183,ProSiebenSat.1,Consumer services,Broadcasting & entertainment,Unterf�hring,2000
1184,PTV AG,Technology,Software,Karlsruhe,1979
1185,PUMA,Consumer goods,Clothing & accessories,Herzogenaurach,1948
1186,Putzmeister,Industrials,Industrial machinery,Aichtal,1958
1187,Radeberger Brewery,Consumer goods,Brewers,Radeberg,1872
1188,Recaro,Industrials,Industrial suppliers,Stuttgart,1906
1189,Reemtsma,Consumer goods,Tobacco,Hamburg,1910
1190,Rehau Group,Industrials,Industrial suppliers,Rehau,1948
1191,REWE Group,Consumer services,Food retailers & wholesalers,Cologne,1927
1192,Rheinmetall,Industrials,Defense,D�sseldorf,1889
1193,Rheinmetall Automotive,Industrials,Industrial suppliers,Neckarsulm,1997
1194,Rimowa,Consumer goods,Luggage,Cologne,1898
1195,Ritter Sport,Consumer goods,Food products,Waldenbuch,1912
1196,Robert Bosch GmbH,Conglomerate,-,Waldenbuch,1886
1197,Rohde & Schwarz,Industrials,Electronic equipment,Munich,1933
1198,ROSE Bikes,Consumer goods,Recreational products,Bocholt,1907
1199,Rossmann,Consumer services,Drug retailers,Burgwedel,1972
1200,RRI Rhein Ruhr International,Industrials,Industrial machinery,Essen,1942
1201,RUF Automobile,Consumer goods,Automobiles,Pfaffenhausen,1939
1202,RWE,Utilities,Electricity,Essen,1898
1203,SABA,Consumer goods,Consumer electronics,Triberg im Schwarzwald,1923
1204,Salzgitter AG,Basic materials,Iron & steel,Salzgitter,1937
1205,SAP SE,Technology,Software,Walldorf,1972
1206,Str�er,mass media,billboard,Cologne,1990
1207,Sauer Flugmotorenbau,Industrials,Aerospace,Ober-Olm,?
1208,Schaeffler Group,Industrials,Industrial suppliers,Herzogenaurach,1883
1209,Schaller Guitarenparts,Consumer goods,Recreational products,Postbauer-Heng,1945
1210,Schering,Health care,Pharmaceuticals,Berlin,1851
1211,Schmitz Cargobull,Industrials,Commercial Vehicles & Trucks,Horstmar,1892
1212,Schott AG,Basic materials,Speciality chemicals,Mainz,1884
1213,Schwan-Stabilo,Consumer goods,Nondurable household products,Heroldsberg,1855
1214,Schwarz Gruppe,Consumer services,Food retailers & wholesalers,Neckarsulm,1973
1215,Schwind eye-tech-solutions,Health care,Medical equipment,Kleinostheim,1958
1216,Sebamed,Consumer goods,Personal products,Boppard,1957
1217,Seca,Health care,Medical equipment,Hamburg,1840
1218,Sennheiser,Consumer goods,Consumer electronics,Wedemark,1945
1219,Severin Elektro,Consumer goods,Consumer electronics,Sundern,1892
1220,SEW Eurodrive,Industrials,General industrials,Bruchsal,1931
1221,SGL Carbon,Basic materials,Chemicals,Wiesbaden,1992
1222,Siemens,Conglomerates,-,Berlin,1847
1223,SIG Sauer,Industrials,Defense,Eckernf�rde,1976
1224,SimScale,Technology,Software,Munich[4],2012
1225,SkySails,Industrials,Industrial machinery,Hamburg,2001
1226,Smart,Consumer goods,Automobiles,B�blingen,1994
1227,Software AG,Technology,Software,Darmstadt,1969
1228,SolarWorld,Industrials,Industrial machinery,Bonn,1988
1229,Sonor,Consumer goods,Recreational products,Berlin,1875
1230,Sortimo,Industrials,Industrial suppliers,Zusmarshausen,1973
1231,Staedtler,Consumer goods,Nondurable household products,Nuremberg,1835
1232,Steinway & Sons,Consumer goods,Recreational products,Hamburg,1853
1233,Stihl,Basic materials,Forestry,Waiblingen,1926
1234,S�dzucker,Consumer goods,Food products,Mannheim,1926
1235,Symrise,Personal products,"Flavours, gustatory and cosmetic substances",Holzminden,2003
1236,Talanx,Financials,Full line insurance,Hanover,1996
1237,Tchibo,Consumer services,Broadline retailers,Hamburg,1949
1238,Telefunken,Consumer goods,Consumer electronics,Berlin,1903
1239,Tengelmann Group,Consumer services,Broadline retailers,M�lheim,1867
1240,Tente International,Industrials,General industrials,Cologne,1923
1241,Tetra,Consumer services,Specialty retailers,Melle,1951
1242,The Linde Group,Basic materials,Speciality chemicals,Munich,1879
1243,ThyssenKrupp,Conglomerates,-,Duisburg,1999
1244,trivago,Technology,Internet,D�sseldorf,2005
1245,Trumpf,Industrials,Industrial machinery,Ditzingen,1923
1246,T-Systems,Technology,Software,Frankfurt,2000
1247,TUI Group,Consumer services,Travel & leisure,Hanover,1923
1248,Uhlsport,Consumer goods,Clothing & accessories,Balingen,1948
1249,Ulla Popken,Consumer goods,Clothing & accessories,Rastede,1880
1250,Ultrasone,Consumer goods,Consumer electronics,Tutzing,1991
1251,Underberg,Consumer goods,Brewers,Rheinberg,1846
1252,United Internet,Telecommunications,Fixed line telecommunications,Montabaur,1988
1253,Vaude,Consumer goods,Recreational products,Tettnang,1974
1254,Vector Informatik,Technology,Software,Stuttgart,1988
1255,Veltins,Consumer goods,Brewers,Meschede,1824
1256,Vereinigte Flugtechnische Werke,Industrials,Aerospace,Bremen,1964
1257,Viessmann,Industrials,General industrials,Allendorf (Eder),1917
1258,Villeroy & Boch,Consumer goods,Durable household products,Mettlach,1748
1259,Voith,Industrials,Industrial engineering,Heidenheim an der Brenz,1867
1260,Volkswagen Group,Consumer goods,Automobiles,Wolfsburg,1937
1261,Volkswagen,Consumer goods,Automobiles,Wolfsburg,1937
1262,Vonovia,Financials,Real estate,Bochum,2001
1263,Vossloh,Industrials,Industrial transportation,Werdohl,1888
1264,Wacker Chemie,Basic materials,Chemicals,Munich,1914
1265,Wacker Neuson,Industrials,Construction & materials,Munich,1848
1266,WAGO Kontakttechnik,Industrials,Electrical components & equipment,Minden,1951
1267,Warsteiner,Consumer goods,Brewers,Warstein,1753
1268,Wella,Consumer goods,Personal products,Darmstadt,1880
1269,Wera Werk Hermann Werner,Consumer goods,Durable household products,Wuppertal,1936
1270,Weser Flugzeugbau,Industrials,Aerospace,Bremen,1934
1271,Wilkhahn,Consumer goods,Furnishings,Bad M�nder,1907
1272,Wintershall,Oil & gas,Exploration & production,Kassel,1894
1273,Wirecard,Financials,Financial services,Aschheim,1999
1274,Wittenstein,Industrials,Industrial engineering,Igersheim,1949
1275,Wolff & M�ller,Industrials,Heavy construction,Stuttgart,1936
1276,Wortmann,Technology,Computer hardware,H�llhorst,1986
1277,W�rth,Industrials,General industrials,K�nzelsau,1945
1278,W�sthof,Consumer goods,Durable household products,Solingen,1814
1279,ZF Friedrichshafen,Industrials,Industrial suppliers,Friedrichshafen,1915
1280,Ziehl-Abegg SE,Industrials,Electrical components & equipment,K�nzelsau,1910
1281,4E TV,Consumer services,Media,Thessaloniki,1994
1282,Abea,Consumer goods,Food products,Chania,1889
1283,Achaia Clauss,Consumer Goods,Beverages,Patras,1861
1284,ADMIE,Utilities,Electricity,Athens,2012
1285,Aegean Airlines,Consumer services,Travel & Leisure,Athens,1987
1286,Aegean Motorway S.A.,Industrials,Transportation services,Athens,2007
1287,Aegean Speed Lines,Industrials,Marine transportation,Glyfada,2005
1288,Aegek SA,Industrials,Heavy construction,Marousi,1949
1289,Aeolian Investment Fund S.A.,Financials,Financial services,Athens,1992
1290,Air Mediterranean,Consumer services,Airlines,Athens,2017
1291,Alfa-Beta Vassilopoulos,Consumer services,Food retailers,Athens,1939
1292,Allatini,Consumer goods,Food products,Thessaloniki,1858
1293,Alpha Bank,Financials,Banks,Athens,1879
1294,Alpha Records,Consumer services,Media,Athens,1987
1295,Alpha TV,Consumer services,Media,Athens,1996
1296,ALUMIL Aluminium Industry S.A,Basic materials,Industrial metals & mining,Kilkis,1988
1297,Aluminium of Greece,Basic materials,Industrial metals & mining,Marousi,1960
1298,Amjet Executive,Consumer services,Travel & Leisure,Athens,2009
1299,ANEK Lines,Industrials,Industrial Transportation,Chania,1967
1300,ANT1 Group,Consumer services,Media,Athens,1989
1301,ANT1,Consumer services,Media,Athens,1989
1302,Arapian,Consumer goods,Food products,Athens,1935
1303,Arcadia Shipmanagement,Industrials,Marine transportation,Athens,1998
1304,Archirodon,Industrials,Heavy construction,Dordrecht,1959
1305,Atcom,Technology,Software & computer,Athens,1997
1306,Athens Exchange,Financials,Equity investment,Athens,1876
1307,Athens International Airport S.A.,Consumer services,Travel & leisure,Athens,1996
1308,Athens-Macedonian News Agency,Consumer services,Media,Athens,2008
1309,Athens Mass Transit System,Consumer services,Travel & tourism,Athens,1993
1310,Athens Metro,Consumer services,Travel & leisure,Athens,1869
1311,Atlas Maritime,Industrials,Marine transportation,Athens,2004
1312,Attica Bank,Financials,Banks,Athens,1925
1313,Attica Group,Industrials,Marine transportation,Athens,1918
1314,Attiki Odos consortium,Industrials,Transportation services,Athens,1996
1315,Aventurine SA,Technology,Video game industry,Athens,2003
1316,Avin International,Industrials,Marine transportation,Maroussi,1977
1317,Bank of Greece,Financials,Banks,Athens,1928
1318,Barbastathis,Consumer services,Food & Beverages,Thessaloniki,1969
1319,Bazaar,Consumer services,Food retailers,Athens,-
1320,Beat,Consumer services,Transportation networking,Athens,2011
1321,Berios,Industrials,Heavy construction,Athens,1984
1322,Bioman,Consumer goods,Industrial parts,Tavros,1976
1323,Black Lotus Records,Consumer services,Media,Athens,1998
1324,Bluebird Airways,Consumer services,Airlines,Heraklion,2008
1325,Blue Star Ferries,Industrials,Marine transportation,Athens,2000
1326,Centric Multimedia,Consumer services,Multimedia,Athens,1995
1327,Ceres Hellenic Shipping Enterprises,Industrials,Marine transportation,Pireus,1949
1328,CERETETH,Technology,Research,Volos,2006
1329,Chalkis Shipyards (Aulida),Industrials,Heavy construction,Chalkis,1971
1330,Chipita,Food & Beveradges,Food & Beveradges,Athens,1973
1331,Coca-Cola Hellenic Bottling Company,Consumer services,Food & Beverages,Zug,1969
1332,Coffee Island,Consumer services,Restaurants & bars,Patras,1999
1333,Compupress,Consumer services,Publishing,Athens,1982
1334,Consolidated Contractors Company,Industrials,Heavy construction,Athens,1952
1335,Cosmote,Telecommunications,Mobile telecommunications,Athens,1998
1336,Costamare,Industrials,Marine transportation,Monaco,1975
1337,DEPA,Oil & gas,Exploration & production,Athens,1988
1338,DESFA,Oil & gas,Exploration & production,Chalandri,2007
1339,Diana,Consumer goods,Automobiles & parts,Tavros,1976
1340,Digea,Broadcast,Digital Provider,Athens,2009
1341,Digital Union,Consumer services,Media,Athens,2008
1342,Dodekanisos Seaways,Industrials,Marine transportation,Rhodes,1990
1343,DryShips Inc,Industrials,Marine transportation,Athens,2004
1344,EAS,Industrials,Defense,Athens,2004
1345,Egnatia Odos S.A.,Industrials,Transportation services,Athens,1997
1346,ELCO,Consumer goods,Household goods,Lykovrysi,1960
1347,Epsa,Consumer goods,Soft drinks,Pilio,1924
1348,Elefsis Shipyards,Industrials,Heavy construction,Eleusis,1962
1349,ELFE,Basic materials,Speciality chemicals,Athens,1961
1350,Ellaktor,Industrials,Heavy construction,Kifissia,1977
1351,Ellinair,Consumer services,Airlines,Thessaloniki,2013
1352,Energean Oil & Gas,Oil & gas,Exploration & production,Maroussi,2007
1353,Open TV,Consumer services,Broadcasting & entertainment,Koropi,1990
1354,Eskimo (Feidakis Group),Consumer goods,Household goods,Athens,1958
1355,Estia Newspaper S.A.,Consumer services,Media,Athens,1876
1356,ETEM,Basic materials,Aluminium,Athens,1971
1357,Eurobank Ergasias,Financials,Banks,Athens,1990
1358,European Reliance,Financials,Full line insurance,Athens,1977
1359,European Seaways,Industrials,Marine transportation,Athens,1990
1360,Euroseas,Industrials,Marine transportation,Maroussi,1917
1361,Evga S.A.,Consumer goods,Food products,Athens,1934
1362,EYDAP,Utilities,Water,Galatsi,1980
1363,Fage,Consumer services,Food & Beverages,Strassen,1926
1364,Fast Ferries,Industrials,Marine transportation,Piraeus,1998
1365,Flocaf�,Consumer services,Restaurants & bars,Athens,1994
1366,Finos Film,Consumer services,Film production,Athens,1943
1367,Fix Brewery,Consumer goods,Brewers,Athens,1864
1368,Folli Follie,Consumer goods,Clothing & accessories,Athens,1982
1369,Forthnet,Telecommunications,Fixed line telecom.,Athens,1995
1370,Frigoglass,Industrial,Commercial Refrigeration,Kifissia,1993
1371,GainJet Aviation,Consumer services,Airlines,Athens,2006
1372,Galaxias,Consumer services,Food retailers,Athens,1982
1373,GEK Terna,Industrials,Heavy construction,Athens,1969
1374,Germanos Group,Industrials,Electrical components,Athens,1980
1375,Golden Star Ferries,Industrials,Marine transportation,Andros,2011
1376,Goody's Burger House,Consumer services,Travel & leisure,Athens,1975
1377,Grecotel,Consumer services,Hospitality,Rethymno,-
1378,Greek Internet Exchange,Technology,Internet,Athens,2009
1379,Greek Reporter,Consumer services,Media,-,2008
1380,Greek Wine Cellars,Consumer goods,Beverages,Markopoulo,-
1381,Green Cola Company,Consumer services,Food & Beverages,Orestiada,1959
1382,Green Cookie Records,Consumer services,Media,Thessaloniki,-
1383,Haitoglou Bros,Consumer goods,Food products,Athens,1924
1384,Halyvourgiki Steel,Basic materials,Iron & steel,Athens,1937
1385,Heaven Music,Consumer services,Media,Athens,2001
1386,Hellas Sat,Telecommunications,Space telecommunications,Nicosia,2003
1387,Hellenic Aerospace Industry,Industrials,Aerospace,Tanagra,1975
1388,Hellenic Broadcasting Corporation,Consumer services,Broadcasting,Athens,1938
1389,Hellenic Civil Aviation Authority,Consumer services,Ait traffic management,Glyfada,1931
1390,Hellenic Duty Free Shops,Consumer services,Broadline retailers,Agios Stefanos,1979
1391,Hellenic Electricity Distribution Network Operator,Utilities,Electricity,Athens,2009
1392,Hellenic Petroleum,Oil & gas,Exploration & production,Athens,1958
1393,Hellenic Post,Industrials,Delivery services,Athens,1828
1394,Hellenic Railways Organisation,Infrastructure,Railway,Athens,1971
1395,Asset Development Fund,Financials,Real estate holding,Athens,2011
1396,Hellenic Seaplanes,Consumer services,Travel & Leisure,Athens,2013
1397,Hellenic Seaways,Industrials,Marine transportation,Athens,2005
1398,Hellenic Shipyards Co.,Industrials,Industrial transportation,Skaramagas,1957
1399,Hellenic Space Organization,Technology,Space,Kallithea,2018
1400,Hellenic Sugar Industry,Consumer goods,Food producers,Thessaloniki,1960
1401,Hellenic Vehicle Industry,Industrials,Commercial vehicles,Thessaloniki,1972
1402,Heracles General Cement,Industrials,Building materials & fixtures,Athens,1911
1403,Heron S.A.,Utilities,Conventional electricity,Athens,2000
1404,Hondos Center,Consumer services,Specialty retailers,Athens,1967
1405,Hotel Grande Bretagne,Consumer services,Hotels,Athens,1874
1406,IANOS,Consumer services,Publishing,Thessaloniki,1984
1407,I Avgi,Consumer services,Media,Athens,1952
1408,Ideal Bikes,Consumer goods,Recreational products,Patras,1977
1409,IMC Technologies,Technology,Software,Athens,2004
1410,Interbalkan Medical Center,Consumer services,Health,Thessaloniki,2000
1411,InternetQ,Technology,Software & computer,London,2000
1412,Intracom,Technology,Software,Athens,1977
1413,Intrakat,Industrials,Heavy construction,Paiania,1987
1414,Intralot,Consumer services,Gambling,Athens,1992
1415,Levante Ferries,Consumer goods,Food products,Zante,2015
1416,Izola (Dimitriou Group),Consumer goods,Household goods,Athens,1930
1417,Kefalonian Lines,Industrials,Marine transportation,Cephalonia,2013
1418,IQsoft,Technology,Software,Ioannina,-
1419,Jumbo S.A.,Consumer goods,Toys,Athens,1986
1420,Karelia Fine Tobaccos,Consumer goods,Tobacco,Kalamata,1888
1421,Kathimerini Publishing S.A,Consumer services,Media,Neo Phaliro,1919
1422,Kioleides,Industrials,Commercial vehicles & trucks,Athens,1968
1423,Korres,Health care,Cosmetics,Athens,1996
1424,Kostoulas,Consumer services,Waste Management,Athens,1986
1425,Kotsovolos,Consumer services,Electronics,Athens,1950
1426,Kyknos,Consumer goods,Food products,Ilia,1911
1427,LAGIE,Financials,Energy Investment,Athens,2011
1428,Lambrakis Press Group,Consumer services,Publishing,Athens,1922
1429,Larco,Basic materials,Industrial metals & mining,Marousi,1963
1430,Lavipharm,Health care,Pharmaceuticals,Athens,1911
1431,Levante Ferries,Industrials,Marine transportation,Athens,2014
1432,Libra Group,Conglomerates,�,New York City,2003
1433,Lobby Music,Consumer services,Media,Athens,2010
1434,Loux,Consumer goods,Soft drinks,Patras,1950
1435,Majestic International Cruises,Industrials,Marine transportation,Athens,1980
1436,Makedonia TV,Consumer services,Broadcasting,Thessaloniki,1991
1437,Malamatina,Consumer goods,Beverages,Alexandroupoli,1895
1438,Marfin Investment Group,Conglomerates,�,Nea Erythraia,1998
1439,MarineTraffic,Technology,Software,Athens,2007
1440,Masoutis,Consumer services,Food retailers,Thessaloniki,1976
1441,Melissa S.A.,Consumer goods,Food products,Athens,1947
1442,Metaxa,Consumer goods,Distillers & vintners,Athens,1888
1443,Metka,Industrials,Heavy construction,Athens,1962
1444,Metro S.A.,Consumer services,Wholesalers,Metamorfosi,1976
1445,Mevgal,Consumer goods,Food products,Koufalia,1950
1446,Mikel Coffee Company,Consumer services,Restaurants & bars,Larissa,2008
1447,Minoan Lines,Industrials,Marine transportation,Heraclion,1972
